id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,average_service_rating
43107,0,0,46,1,1,236,3,4,3,3,3,4,5,4,4,3,4,3,4,3,0,0.0,0,0.0,3.75
57072,0,0,58,0,0,2065,1,1,2,1,5,4,5,5,5,5,5,5,5,4,1,0.0,1,1.0,4.0
7391,1,0,40,0,0,2499,3,3,3,3,3,5,5,4,4,4,4,5,4,5,0,0.0,1,0.0,3.75
81296,0,0,21,1,1,1020,1,3,1,3,1,1,1,1,2,1,3,1,4,1,33,27.0,0,60.0,1.0
108337,0,1,29,0,0,893,0,0,0,1,3,0,3,3,4,4,3,3,4,3,4,51.0,1,55.0,2.25
26011,0,0,42,0,0,425,4,1,1,1,4,3,3,4,4,4,4,4,4,1,0,0.0,0,0.0,3.75
31872,1,0,46,0,0,4983,1,1,1,1,4,4,4,1,3,5,5,4,3,4,0,0.0,1,0.0,2.5
40538,0,1,24,0,1,216,3,4,3,3,3,3,3,3,3,5,1,1,5,3,0,0.0,0,0.0,3.0
99116,1,0,38,1,1,453,3,2,3,3,4,3,4,4,3,1,3,1,4,4,3,0.0,0,3.0,3.75
17401,1,0,45,0,1,351,3,2,2,2,3,3,3,1,3,1,3,3,1,3,189,182.0,0,371.0,2.5
53075,1,0,32,0,2,1208,5,5,5,5,5,5,5,5,3,3,2,2,2,5,29,19.0,1,48.0,5.0
115938,1,0,23,0,0,3244,3,3,5,3,4,4,4,4,1,4,3,4,2,4,13,5.0,1,18.0,3.75
36353,1,0,24,1,2,187,1,5,1,3,5,1,5,5,5,1,2,1,3,5,0,0.0,0,0.0,4.0
20865,1,0,54,1,1,508,2,5,2,2,4,2,4,4,3,1,2,4,2,4,0,0.0,0,0.0,3.5
120800,1,0,52,0,0,666,1,1,1,1,4,4,4,3,3,4,3,5,3,4,5,5.0,1,10.0,3.0
124077,1,0,40,0,0,2402,2,2,2,2,3,2,2,1,3,3,3,2,4,2,207,227.0,0,434.0,2.0
42839,1,0,33,0,0,328,3,3,3,3,4,5,4,4,2,5,3,3,4,4,0,0.0,1,0.0,3.75
52518,0,0,59,0,0,3490,5,5,5,5,2,4,3,5,5,5,5,1,5,2,0,0.0,1,0.0,3.75
67268,1,0,68,1,1,1119,2,5,2,4,2,2,2,2,3,3,5,5,4,2,0,14.0,0,14.0,2.0
85789,0,1,72,0,1,526,3,2,3,4,2,3,2,2,2,2,4,2,4,2,0,2.0,0,2.0,2.25
58686,1,0,23,1,0,299,3,5,3,3,4,3,4,4,4,3,4,5,4,4,4,11.0,0,15.0,3.75
14797,1,0,52,0,0,2703,5,5,5,5,5,3,2,5,5,5,5,2,5,5,0,0.0,1,0.0,4.25
56425,0,0,52,0,1,719,2,5,5,5,5,4,3,2,2,2,2,3,2,1,0,0.0,0,0.0,3.0
99266,0,0,43,0,0,833,5,5,5,5,5,5,5,4,4,4,4,4,4,3,125,116.0,1,241.0,4.75
21208,0,0,52,0,1,317,3,5,5,5,5,4,4,3,3,3,3,1,3,4,0,0.0,0,0.0,3.75
129713,1,0,50,0,0,3266,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0.0,1,0.0,3.5
64652,0,0,23,0,0,190,0,5,0,1,4,4,4,4,5,2,5,4,4,4,47,62.0,1,109.0,3.0
13324,1,0,40,0,0,631,4,5,5,5,4,4,3,4,4,3,4,3,4,1,0,0.0,0,0.0,3.75
125781,1,1,26,0,1,993,2,2,2,4,3,2,2,3,2,3,3,3,3,3,0,2.0,0,2.0,2.5
30529,0,0,47,0,0,3648,4,3,3,3,5,4,3,2,2,2,4,2,2,1,14,33.0,0,47.0,3.5
7261,0,0,44,1,1,135,1,0,0,3,3,5,4,3,3,0,3,4,3,4,0,4.0,0,4.0,2.75
73684,0,0,61,0,0,192,0,4,0,1,5,4,5,1,1,1,1,5,1,3,0,0.0,1,0.0,2.75
123048,0,0,51,0,0,2823,5,5,5,5,2,5,4,4,4,4,4,4,4,3,1,0.0,1,1.0,3.75
47383,0,1,50,0,1,532,4,2,4,4,1,4,1,1,1,2,4,1,3,1,0,0.0,0,0.0,1.75
34859,0,0,42,0,0,2248,1,1,1,1,5,5,5,5,5,5,4,5,5,5,157,189.0,1,346.0,4.0
79591,0,0,24,0,0,2879,4,4,4,4,5,5,5,5,4,3,4,5,4,5,0,0.0,1,0.0,4.75
16790,1,0,17,1,2,642,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20.0,0,44.0,2.0
36675,0,0,9,1,1,1237,2,4,2,2,4,2,4,4,3,3,5,3,5,4,9,32.0,0,41.0,3.5
54038,0,1,25,0,1,1416,1,1,1,3,3,1,3,3,1,4,5,3,4,3,0,0.0,0,0.0,2.5
73807,0,0,58,1,2,192,3,5,3,4,2,5,5,5,5,3,5,5,5,3,0,3.0,0,3.0,3.75
97947,0,0,42,0,0,401,3,1,1,1,3,3,3,2,2,4,4,3,1,3,134,132.0,0,266.0,2.75
105768,1,1,38,0,1,387,3,0,3,1,3,3,3,3,1,2,5,5,1,3,1,0.0,0,1.0,3.0
6956,1,1,25,0,0,501,2,4,2,4,3,2,3,3,4,5,5,4,4,3,0,2.0,0,2.0,2.75
36275,1,0,29,1,1,612,3,5,3,4,4,3,4,4,4,5,5,4,5,4,0,29.0,0,29.0,3.75
77734,0,1,29,0,0,1282,5,5,5,3,2,5,2,2,4,2,4,4,5,2,0,0.0,1,0.0,2.75
41792,1,0,58,0,0,2006,1,1,1,1,5,1,1,5,5,5,5,2,5,3,0,20.0,1,20.0,3.0
129184,1,1,37,0,0,2288,2,2,2,5,4,2,4,4,3,2,3,4,4,4,21,3.0,0,24.0,3.5
123373,0,0,20,1,1,644,2,4,1,4,1,1,1,1,3,4,2,3,1,1,18,0.0,0,18.0,1.25
5504,0,0,18,1,1,910,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0,0.0,0,0.0,3.25
53497,0,0,67,1,1,2419,1,4,1,3,1,1,1,3,5,4,4,1,3,1,48,49.0,0,97.0,1.5
63646,1,0,37,0,0,1972,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0.0,1,0.0,4.0
82610,0,0,37,0,0,2783,4,3,4,4,2,3,3,4,4,4,4,3,4,4,3,1.0,1,4.0,3.25
48675,1,0,59,0,0,3380,5,1,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,1,0.0,4.75
3470,1,0,17,1,2,296,3,5,3,5,2,3,2,2,4,2,5,4,4,2,0,0.0,0,0.0,2.25
116158,0,0,55,1,1,404,4,5,4,4,5,4,5,2,2,4,2,4,2,5,91,85.0,0,176.0,4.0
103150,0,0,45,0,0,1865,5,1,5,5,3,4,5,5,5,5,5,4,5,3,1,3.0,1,4.0,4.5
8319,0,0,8,1,2,335,4,4,4,1,2,4,2,2,5,5,5,3,5,2,18,21.0,0,39.0,2.5
23975,0,1,37,0,1,596,5,0,5,4,4,5,4,4,3,1,1,2,2,4,0,0.0,1,0.0,4.25
63477,0,0,68,1,2,372,2,5,3,4,4,3,5,1,1,3,1,1,1,5,1,0.0,0,1.0,3.0
27819,0,0,54,0,1,280,1,1,1,1,2,4,4,1,1,1,1,1,1,4,8,8.0,0,16.0,2.0
38555,0,0,51,1,1,2586,2,4,2,3,4,4,4,5,5,2,3,5,5,4,0,0.0,0,0.0,3.75
19468,0,0,50,0,0,1806,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,19.0,1,35.0,2.75
75484,0,0,63,1,1,2342,1,4,1,3,4,3,2,2,2,1,2,5,2,5,0,0.0,0,0.0,2.25
46859,1,0,58,0,0,3823,2,3,3,3,2,2,2,4,3,4,3,2,1,2,149,136.0,0,285.0,2.5
126170,0,0,25,0,0,3866,1,3,3,3,1,1,1,1,1,2,3,2,3,1,0,1.0,0,1.0,1.0
81509,1,0,68,1,2,528,3,5,3,2,2,3,4,2,4,5,5,4,4,2,0,0.0,0,0.0,2.75
45793,1,1,28,0,1,391,1,0,1,2,1,1,1,1,3,1,5,5,3,1,0,0.0,0,0.0,1.0
120846,0,0,29,0,0,992,1,3,3,3,1,1,1,1,2,2,2,1,2,1,0,19.0,0,19.0,1.0
43856,0,0,48,0,1,199,4,1,1,1,5,1,1,4,4,4,4,4,4,4,0,0.0,1,0.0,3.5
80808,0,0,45,0,0,2071,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,38.0,1,38.0,4.0
43800,1,0,58,1,1,748,3,4,4,5,2,4,2,2,5,3,5,4,5,2,0,0.0,0,0.0,2.25
35466,0,0,41,1,1,828,0,4,0,1,3,0,3,3,5,2,5,5,4,3,0,0.0,1,0.0,2.25
15857,0,0,23,0,0,1936,0,0,0,3,5,3,3,5,5,1,4,3,5,5,0,0.0,1,0.0,3.25
14498,1,0,47,0,0,3249,1,1,1,1,4,4,4,5,5,5,5,4,5,5,26,14.0,1,40.0,3.5
27329,0,0,53,0,0,697,3,3,3,3,2,3,4,4,4,4,4,2,4,4,5,24.0,1,29.0,3.25
26641,0,1,39,0,0,404,2,2,2,4,4,2,4,4,3,5,4,1,4,4,0,0.0,0,0.0,3.5
118817,1,0,58,0,0,3005,1,1,1,1,4,5,4,4,4,5,4,5,4,3,0,0.0,1,0.0,3.25
31126,0,1,11,0,1,991,2,2,2,2,5,2,5,5,4,5,3,2,4,5,0,0.0,0,0.0,4.25
121019,0,0,23,1,1,993,3,4,3,1,4,3,3,4,4,5,4,3,4,4,13,0.0,0,13.0,3.5
84786,1,0,26,0,0,547,5,5,1,5,4,4,4,4,3,5,5,3,5,4,0,0.0,1,0.0,4.25
109336,0,0,7,1,1,1188,5,4,5,3,4,5,1,4,4,2,3,1,1,4,0,0.0,1,0.0,3.5
56898,0,0,34,0,0,2454,1,1,1,1,4,4,4,4,2,4,5,4,3,4,8,12.0,1,20.0,3.25
101761,1,0,10,1,1,1590,4,4,4,1,2,4,2,2,5,2,3,4,5,2,85,64.0,0,149.0,2.5
63365,1,0,23,1,1,372,5,0,5,1,4,5,4,4,4,4,5,5,2,4,0,0.0,1,0.0,4.25
75092,1,0,58,0,0,1723,3,3,3,3,2,2,3,3,3,2,3,3,3,3,0,27.0,0,27.0,2.75
107837,0,0,55,1,1,349,5,1,5,3,4,4,4,5,5,5,5,1,5,1,0,0.0,1,0.0,4.5
21107,0,0,68,1,1,227,1,5,1,4,4,5,5,3,3,1,3,3,3,5,80,72.0,0,152.0,3.25
21250,1,0,78,0,2,317,3,4,3,4,3,3,3,3,1,4,4,2,3,3,32,38.0,0,70.0,3.0
2074,0,1,64,0,1,812,1,1,1,3,1,1,1,1,3,3,4,1,3,1,74,84.0,0,158.0,1.0
65325,0,0,41,0,0,1945,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0.0,1,0.0,3.75
115404,0,0,32,0,0,2985,2,4,5,5,2,2,2,2,2,3,4,1,4,2,22,17.0,0,39.0,2.0
74117,1,0,35,0,0,592,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,10.0,1,10.0,3.25
56563,0,0,53,0,0,1085,4,4,4,4,3,5,5,4,4,4,4,3,4,5,16,4.0,1,20.0,4.0
118095,0,0,46,0,0,1671,4,4,4,4,3,5,4,4,4,4,4,3,4,5,123,110.0,1,233.0,3.75
69235,0,1,30,0,0,733,2,3,3,3,5,3,5,5,5,3,4,5,4,5,0,0.0,0,0.0,4.25
17283,0,0,52,0,0,2310,1,1,1,1,4,1,5,5,5,5,5,4,5,3,3,25.0,1,28.0,3.75
107419,1,1,17,0,1,725,4,4,4,3,3,4,3,3,1,1,3,1,4,3,81,58.0,0,139.0,3.25
57952,0,0,50,0,0,2374,2,2,2,2,3,5,5,5,5,5,5,4,5,5,3,0.0,1,3.0,3.75
40528,1,0,45,0,0,391,5,5,5,5,2,5,4,5,5,5,5,5,5,4,41,43.0,1,84.0,4.0
87672,0,0,25,0,1,606,2,3,3,3,2,2,3,2,1,2,3,3,3,2,30,28.0,0,58.0,2.25
96648,1,0,41,0,1,572,2,5,5,5,2,2,2,2,1,3,3,3,3,2,45,39.0,0,84.0,2.0
49870,1,0,33,0,0,3782,5,3,5,5,5,5,5,5,4,2,2,1,3,5,10,14.0,1,24.0,5.0
57410,0,1,36,0,1,524,3,2,3,4,3,3,3,3,3,3,4,1,4,3,8,20.0,0,28.0,3.0
39295,0,0,43,1,1,67,3,5,3,4,3,4,4,4,4,3,4,4,4,3,0,0.0,0,0.0,3.5
67923,1,0,8,1,1,1464,4,4,4,4,1,4,1,1,4,4,4,3,5,1,2,0.0,0,2.0,1.75
72106,1,0,62,1,2,2504,3,2,3,4,2,3,2,2,3,4,3,4,3,2,0,0.0,0,0.0,2.25
125188,1,0,57,0,0,2571,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0.0,1,0.0,4.5
99605,0,0,47,0,0,1940,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,0.0,1,0.0,4.5
21425,0,0,51,0,1,377,3,1,1,1,2,2,5,3,3,3,3,4,3,1,0,0.0,1,0.0,3.25
72093,1,0,45,1,1,2615,3,5,3,3,2,3,2,2,5,4,4,3,5,2,0,0.0,0,0.0,2.25
21244,0,0,38,0,2,192,5,3,3,3,5,5,5,5,2,5,2,3,4,5,4,5.0,1,9.0,5.0
112307,0,0,57,0,0,957,4,4,4,4,2,5,4,3,3,3,3,3,3,4,25,30.0,1,55.0,3.25
44589,0,0,23,1,1,84,1,3,1,1,4,1,4,4,4,5,2,2,3,4,0,0.0,0,0.0,3.25
60429,1,0,44,0,0,3885,2,2,2,2,2,4,5,4,4,3,4,3,4,3,10,0.0,1,10.0,3.25
22869,1,0,49,1,1,134,5,1,5,3,4,5,4,4,1,2,2,3,2,4,0,0.0,1,0.0,4.25
63295,0,0,45,0,0,1790,5,4,5,5,4,5,5,4,4,4,4,4,4,4,0,0.0,1,0.0,4.5
11525,1,0,40,1,2,301,4,5,4,4,5,4,5,5,3,2,5,4,4,5,0,0.0,1,0.0,4.75
13726,0,0,46,0,1,384,4,2,2,2,2,2,2,4,4,4,4,1,4,3,14,26.0,1,40.0,3.0
86429,0,0,60,0,0,749,2,2,2,2,5,5,5,4,4,4,4,4,4,4,14,17.0,1,31.0,4.0
77435,0,0,64,1,1,588,4,2,4,4,3,3,4,2,2,4,2,2,2,4,0,0.0,0,0.0,3.25
91991,1,0,31,0,1,236,1,4,3,4,1,1,1,1,2,2,3,2,4,1,30,36.0,0,66.0,1.0
128199,0,0,40,0,0,2973,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0.0,1,0.0,4.25
44813,1,0,26,1,1,802,4,2,4,2,3,4,3,3,2,4,3,4,3,3,0,6.0,0,6.0,3.25
21605,1,0,55,0,1,794,5,1,1,1,5,5,5,5,5,5,3,1,5,5,18,2.0,1,20.0,5.0
66468,1,0,44,1,2,1217,2,3,2,3,3,2,3,3,2,5,4,1,4,3,9,10.0,0,19.0,2.75
47128,1,0,40,0,0,748,1,1,1,1,4,4,4,4,4,4,4,3,4,3,0,0.0,1,0.0,3.25
61225,1,0,60,0,0,862,5,5,5,5,3,4,5,5,5,4,5,3,5,5,3,0.0,1,3.0,4.5
124618,1,0,26,0,0,1671,3,3,2,3,5,5,5,5,5,2,3,4,5,5,0,0.0,1,0.0,4.5
100720,1,0,38,0,0,2005,2,2,2,2,3,5,5,5,5,5,5,5,5,3,2,0.0,1,2.0,3.75
54500,0,0,51,0,0,3173,2,1,2,1,2,3,3,2,2,2,2,4,2,1,0,13.0,0,13.0,2.25
81680,0,1,16,0,0,907,4,5,5,3,3,5,3,3,4,5,5,3,4,3,0,0.0,1,0.0,3.25
116213,0,0,12,1,1,371,4,1,4,4,3,4,3,3,2,3,4,3,3,3,0,0.0,0,0.0,3.25
76343,0,1,25,0,1,954,3,3,3,2,4,3,4,4,2,3,3,3,1,4,0,0.0,0,0.0,3.75
33885,1,0,68,1,1,994,3,4,3,3,2,3,2,2,5,3,5,3,4,2,5,5.0,0,10.0,2.25
56838,0,1,41,0,2,1605,2,2,2,3,1,2,1,1,3,5,3,3,3,1,26,18.0,0,44.0,1.25
80467,0,0,77,0,0,3167,2,4,4,4,4,3,2,2,2,2,2,1,2,1,0,0.0,0,0.0,2.5
61712,1,0,52,0,1,1635,4,2,2,2,4,4,4,4,4,4,1,3,3,4,0,0.0,0,0.0,4.0
2148,0,1,25,0,0,431,4,0,4,5,1,4,1,1,4,5,4,4,5,1,0,0.0,0,0.0,1.75
75168,1,1,16,0,1,1246,2,2,2,4,2,2,2,2,3,3,2,2,3,2,64,82.0,0,146.0,2.0
100627,1,0,46,0,0,349,1,1,1,1,3,5,5,5,5,4,5,4,5,4,4,0.0,1,4.0,3.5
30524,0,0,56,0,0,2672,2,2,2,2,2,3,4,2,2,1,2,4,2,2,81,89.0,0,170.0,2.5
38578,1,0,14,1,1,2586,3,1,2,3,1,2,1,1,2,5,4,2,3,1,0,0.0,0,0.0,1.5
108614,0,0,26,1,1,696,3,1,3,4,1,3,1,1,2,3,3,3,3,1,1,0.0,0,1.0,1.5
120704,0,0,24,1,1,280,3,4,3,4,2,3,2,2,5,3,5,3,5,2,0,0.0,0,0.0,2.25
103455,0,0,69,0,1,448,4,3,3,3,2,3,4,4,4,4,4,2,4,2,10,0.0,0,10.0,3.5
86989,1,0,47,1,1,907,1,4,1,3,1,5,5,3,3,4,5,5,4,5,377,368.0,0,745.0,2.5
37624,0,0,33,1,1,1069,2,4,1,3,2,1,2,2,5,4,5,3,5,2,50,37.0,0,87.0,2.0
102845,0,0,46,0,0,423,3,3,3,3,4,5,4,4,4,5,4,5,4,4,7,0.0,1,7.0,3.75
22052,1,0,48,0,1,321,4,1,1,1,4,4,4,4,1,3,4,3,3,4,3,0.0,1,3.0,4.0
25601,0,0,52,1,1,696,2,4,2,1,3,3,4,2,2,2,2,1,2,5,113,93.0,0,206.0,2.75
21689,0,1,37,0,1,346,4,1,4,4,1,4,1,1,1,2,3,2,3,1,4,0.0,0,4.0,1.75
83115,1,1,26,1,1,957,2,3,1,3,1,1,1,1,2,2,3,1,3,1,0,0.0,0,0.0,1.25
63902,1,0,30,0,0,3122,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0.0,1,0.0,3.5
54110,1,0,49,0,0,1569,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0.0,1,0.0,3.25
933,0,0,57,0,0,134,1,1,1,1,2,4,4,3,3,3,1,2,3,2,0,0.0,0,0.0,2.5
43011,1,0,50,0,1,259,5,5,5,5,5,5,5,5,4,4,4,5,1,5,0,0.0,1,0.0,5.0
55895,0,1,22,0,1,473,4,2,4,3,5,4,5,5,4,4,3,3,4,5,0,0.0,0,0.0,4.75
92160,1,0,22,1,2,1576,2,5,2,4,4,2,4,4,4,4,4,3,5,4,0,0.0,0,0.0,3.5
52792,1,0,63,1,1,1874,4,4,4,3,1,4,1,1,2,5,4,1,4,1,1,6.0,0,7.0,1.75
91825,0,1,21,0,0,588,5,5,5,2,2,5,2,2,4,3,5,3,5,2,0,0.0,1,0.0,2.75
75366,1,0,25,1,2,2486,5,3,5,2,5,4,4,5,2,3,4,4,4,4,0,0.0,1,0.0,4.75
27967,0,0,11,1,1,1660,3,5,3,4,5,3,5,5,5,5,5,5,5,5,0,10.0,0,10.0,4.5
32212,0,0,39,0,1,101,5,3,3,3,5,5,5,5,3,3,3,3,2,5,2,13.0,1,15.0,5.0
10202,1,0,54,0,0,316,3,1,3,3,4,5,5,5,5,5,5,5,5,3,0,0.0,1,0.0,4.25
108747,0,0,51,0,0,3802,4,4,4,4,5,4,4,5,5,5,5,4,5,4,20,35.0,1,55.0,4.5
114628,0,0,49,0,0,2977,3,3,3,3,4,5,5,5,5,5,5,3,5,3,1,0.0,1,1.0,4.25
26984,1,0,50,0,0,867,4,4,4,4,2,5,5,4,4,4,4,2,4,5,0,0.0,1,0.0,3.75
44616,0,0,23,1,1,566,2,5,2,4,2,2,2,2,4,4,4,4,5,2,6,0.0,0,6.0,2.0
46137,1,0,52,0,1,604,4,5,5,5,4,4,4,4,1,2,4,4,5,4,0,0.0,1,0.0,4.0
40923,1,0,18,1,1,558,2,3,2,4,1,2,3,1,1,5,4,4,4,1,8,5.0,0,13.0,1.75
129692,0,0,41,0,0,447,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0.0,1,0.0,3.25
35542,0,0,15,1,1,1053,1,4,1,4,5,1,1,5,3,3,3,3,4,5,11,15.0,0,26.0,3.0
125590,1,0,50,0,0,1587,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0.0,1,0.0,4.5
55920,0,0,17,1,1,733,1,2,1,4,5,1,1,5,4,2,4,1,4,5,0,4.0,0,4.0,3.0
129699,0,1,39,0,0,308,4,4,4,1,1,4,1,1,5,4,4,5,4,1,52,65.0,0,117.0,1.75
77273,1,0,46,0,0,1931,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,0.0,1,0.0,3.75
20793,0,0,48,0,1,508,4,2,2,2,3,4,1,4,4,4,4,1,4,3,54,48.0,1,102.0,3.0
83209,0,0,21,1,1,1123,3,4,3,3,3,3,5,3,4,2,4,3,4,3,0,41.0,0,41.0,3.5
106203,1,0,50,0,2,436,4,2,3,2,4,4,4,4,1,2,3,1,4,4,0,0.0,0,0.0,4.0
12992,0,1,25,0,1,438,2,5,2,4,2,5,5,5,1,4,3,5,1,5,141,128.0,0,269.0,3.5
30431,0,1,41,0,0,614,4,4,4,3,5,4,5,5,5,1,2,1,1,5,0,0.0,1,0.0,4.75
55872,1,0,40,0,0,733,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0,0.0,1,0.0,4.5
51901,1,1,43,0,1,601,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0.0,0,0.0,2.75
109126,1,0,24,0,0,2721,1,1,1,1,5,5,5,5,5,3,4,4,5,5,27,16.0,1,43.0,4.0
1380,1,0,50,0,2,140,2,2,2,2,2,2,2,2,2,1,3,1,3,2,0,0.0,0,0.0,2.0
39606,1,0,25,1,1,679,4,5,4,4,2,4,2,2,5,4,4,3,4,2,0,0.0,0,0.0,2.5
116067,1,0,61,1,1,325,2,5,2,2,1,2,1,1,4,3,2,5,5,1,5,1.0,0,6.0,1.25
38218,0,0,57,1,2,1121,4,1,4,3,4,2,2,1,1,4,1,4,1,4,0,0.0,0,0.0,2.75
5678,1,1,38,0,0,299,4,4,4,1,3,4,3,3,5,5,4,5,4,3,0,0.0,1,0.0,3.25
93377,0,0,53,0,0,2955,2,2,2,2,2,4,5,5,5,5,5,3,5,5,25,17.0,1,42.0,3.5
110483,0,0,24,1,1,787,4,5,4,3,3,4,3,3,5,4,5,5,4,3,10,0.0,0,10.0,3.25
45192,0,0,47,0,0,1437,3,4,4,4,4,2,2,3,3,3,3,4,3,1,2,0.0,0,2.0,3.0
95286,1,0,65,1,1,458,2,4,2,3,2,2,2,2,3,2,5,5,5,2,12,3.0,0,15.0,2.0
97138,0,1,46,0,0,1476,1,1,1,3,5,1,5,5,4,4,5,5,5,5,8,0.0,0,8.0,4.0
54678,1,1,14,0,1,854,1,2,2,3,2,2,2,2,3,5,3,2,3,2,9,7.0,0,16.0,1.75
18030,1,1,37,0,1,488,0,3,0,4,5,0,5,5,5,4,5,4,5,5,0,0.0,1,0.0,3.75
19718,0,1,57,0,1,409,4,1,4,3,4,4,4,4,2,3,3,1,3,4,23,54.0,0,77.0,4.0
7853,0,0,33,0,0,3442,2,4,4,4,2,3,4,2,2,2,2,2,2,3,0,0.0,0,0.0,2.5
24554,1,0,36,0,0,696,2,4,4,4,4,4,3,2,2,2,2,1,2,4,17,15.0,0,32.0,2.75
84288,0,0,42,1,2,334,1,3,4,4,1,1,5,5,5,4,3,2,5,5,59,37.0,0,96.0,3.0
20561,0,1,22,0,1,533,2,0,2,4,3,2,2,3,2,4,3,4,3,3,30,27.0,0,57.0,2.5
72788,1,1,22,0,1,645,3,0,3,3,1,3,1,1,4,5,1,5,3,1,0,0.0,0,0.0,1.5
109864,1,0,21,0,0,1092,4,4,2,4,3,3,3,3,4,3,4,3,5,3,6,0.0,1,6.0,3.25
18487,0,0,51,0,0,3683,1,1,2,1,5,4,3,5,5,5,5,4,5,3,0,12.0,1,12.0,3.5
23002,0,0,25,1,1,489,2,3,2,4,1,2,1,1,2,1,3,2,3,1,0,0.0,0,0.0,1.25
11202,0,0,11,1,1,301,2,5,2,3,3,2,3,3,3,2,5,3,4,3,0,0.0,0,0.0,2.75
15277,0,0,35,0,1,500,2,1,1,1,2,2,2,2,1,1,4,4,3,2,0,16.0,0,16.0,2.0
109665,0,0,29,0,0,3433,2,1,1,1,2,2,2,2,2,2,4,2,3,2,18,10.0,0,28.0,2.0
125184,1,0,48,0,0,651,5,5,5,5,4,5,4,5,5,5,5,4,5,5,0,0.0,1,0.0,4.5
80334,1,1,17,0,0,746,0,4,0,5,3,4,3,3,5,2,5,5,4,3,0,0.0,1,0.0,2.25
12780,0,0,41,0,0,2727,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,1,0.0,4.25
77296,0,0,43,0,1,391,5,2,3,2,5,5,5,5,4,3,5,5,5,5,469,493.0,1,962.0,5.0
91105,1,0,54,1,1,545,3,5,3,2,2,3,1,2,3,1,5,5,5,2,34,27.0,0,61.0,2.0
57191,1,0,41,0,0,1514,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,1,0.0,4.0
87500,0,0,16,0,0,1560,2,3,3,3,2,2,2,2,4,5,4,2,4,2,8,0.0,0,8.0,2.0
71037,0,1,22,0,1,802,2,2,2,4,4,2,4,4,2,5,4,4,4,4,6,0.0,0,6.0,3.5
19325,1,0,54,0,1,694,3,2,2,2,2,3,2,2,1,1,4,3,3,2,0,3.0,0,3.0,2.25
99438,1,1,30,0,2,337,2,2,2,4,1,2,1,1,2,3,3,4,4,1,0,0.0,0,0.0,1.25
72207,1,0,41,0,0,2724,2,3,2,3,2,2,2,1,3,4,3,2,1,2,4,14.0,0,18.0,1.75
99473,0,0,23,0,0,3118,4,3,3,3,4,4,4,4,1,3,4,4,4,4,5,3.0,0,8.0,4.0
89957,1,0,21,1,1,1310,3,5,3,5,4,3,5,4,3,4,5,3,4,4,0,4.0,0,4.0,4.0
7763,0,1,21,0,1,1080,2,2,2,1,1,2,1,1,4,4,4,3,4,1,0,0.0,0,0.0,1.25
7228,0,0,34,0,1,135,4,5,5,5,4,4,4,4,2,2,1,5,3,4,0,0.0,1,0.0,4.0
72783,1,0,41,0,0,1045,3,2,3,3,4,5,5,4,4,4,4,4,4,3,0,0.0,1,0.0,4.0
109325,1,0,10,1,1,1188,2,4,2,2,5,2,5,5,3,2,4,4,4,5,32,25.0,0,57.0,4.25
129234,1,0,41,0,0,1504,2,2,2,2,4,5,5,5,5,5,5,5,5,3,0,0.0,1,0.0,4.0
39270,0,0,53,0,0,3329,2,2,5,2,5,2,2,1,1,1,2,2,1,4,0,0.0,0,0.0,2.5
81310,1,0,41,0,0,1299,4,4,4,4,3,5,5,5,5,5,5,5,5,3,5,6.0,1,11.0,4.25
33407,0,1,24,0,1,2399,3,3,3,4,5,3,5,5,5,2,3,3,2,5,3,0.0,0,3.0,4.5
14446,1,1,40,0,1,674,4,4,4,2,5,4,5,5,2,5,3,4,3,5,42,25.0,0,67.0,4.75
77078,0,0,65,0,0,591,3,3,3,3,2,2,4,3,3,2,3,2,3,2,0,0.0,0,0.0,3.0
58477,1,0,43,0,0,719,3,3,4,3,3,4,5,5,5,5,5,3,5,3,3,11.0,1,14.0,4.0
